제목,링크,내용
<b>어린이보호구역</b> 단속카메라 절반은 '먹통'…경찰·지자체 '방치',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005636402,어린이보호구역의 교통사고 예방을 위한 이른바 민식이법 시행 이후 스쿨존 내에 과속단속카메라 설치는 크게 늘었지만 상당수가 무용지물인 것으로 나타났다 일 국회 행정안전위원회 소속 이형석 더불어민주당 
<b>어린이 보호구역</b>서 아이 들이받은 역주행 오토바이…누리꾼들 &quot;운전자 입장도...,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004977787,아이들도 항상 주위를 잘 살피고 안전할 때 건너야 한다는 걸 부모들이 잘 교육할 필요성이 있는 영상 민식이법 논하기 전에 어린이보호구역 내 불법주차 차량을 강력단속하는 것이 먼저다 불법을 저지르고 있는 차들을 
서초구, 모든 <b>어린이 보호구역</b> 내 '과속 단속' 카메라 설치,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005589526,이에 구는 년부터 간선도로 위주로 경찰에서만 설치됐던 과속 단속 카메라과속 신호위반 단속를 경찰과 협의해 지역 내 어린이보호구역 전체에 설치 시작하기 시작했다 특정범죄 가중처벌 등에 관한 법률이하 
여수시, <b>어린이보호구역</b> 22개소 교통안전시설물 확충,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005588332,전남 여수시는 어린이들의 안전한 등하굣길을 위해 어린이보호구역 개소에 교통안전시설물을 확충했다고 일 밝혔다 시는 올해 국비 확보 등 약 억 원의 예산을 확보하고 어린이보호구역에 무인교통단속장비와 
[B tv 인천뉴스] 인천시, <b>어린이보호구역</b> 교차로 신호등 교체,http://ch1.skbroadband.com/content/view?parent_no=24&content_no=58&p_no=129934,인천시가 인천경찰청과 함께 모든 어린이보호구역내 교차로를 노란신호등으로 교체합니다 초등학교 등 개교 일대 교차로 곳을 노란신호등으로 교체해 차량 속도  서행과 보행자 주의 환기로 
강진군, <b>어린이보호구역</b> 휴일 점멸 시범 운영,https://www.wikitree.co.kr/articles/689863,군은 현재 관내 학교 앞 어린이보호구역의 신호등을 야간에는 부분 점멸해 운영하고 있다 박정식 안전재난교통과장은 군민과 강진을 찾는 관광객에게 쾌적하고 편리한 교통생활을 제공하기 위해 개선이 
장수경찰서, <b>어린이</b> 등굣길 교통안전 활동,http://sjbnews.com/news/news.php?number=723811,이날 활동은 교통안전 어린이 홍보용품 배부와 함께 교통지도 활동을 전개하고 어린이보호구역 내 불법 주정차 근절을 위한 단속 활동도 병행했다 경찰서는 앞으로도 초등학교 통학로 주변을 중심으로 어린이 안전을 
광주 서구, 미세먼지 안심 <b>어린이</b> 통학로 조성,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004973807,광주광역시 서구구청장 서대석가 화개초등학교 등 금호동 주요 어린이보호구역 울타리 곳에 대기오염물질을 정화하는 미세먼지 흡착필터를 설치했다고 일 밝혔다 자동차 등에서 배출하고 있는 미세먼지를 비롯한 
<b>어린이보호구역</b> 차량 사망사고 운전자 징역형,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=422&aid=0000503766,딸과 유치원으로 향하던 어머니를 어린이보호구역에서 차로 치어 숨지게 한 운전자가 실형을 선고받았습니다 재판부는 운전자가 어린이보호구역이 있다는 것을 알면서도 사고를 내 주의 의무를 위반한 정도가 무겁다고 
전남, <b>어린이 보호구역</b> 681개소 중 501개소 설치,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001886478,전남경찰청청장 김재규과 전남자치경찰위원회위원장 조만형는 관내 어린이보호구역 개소 중 개소에 대한 설치를 완료하여 약 에 해당하는 보호구역에 무인단속카메라 설치를 완료하였다고 밝혔다 일 
용인시, <b>어린이보호구역</b> 안전사고 예방시설 정비,http://www.breaknews.com/835593,용인시는 기흥구 청곡초등학교 수지구 풍덕초등학교 앞 등 관내 어린이보호구역 곳의 안전사고 예방시설을 정비했다고 일 밝혔다 어린이보호구역 내에 차량의 
대선주조 조우현 대표, ‘<b>어린이</b> 교통안전 릴레이 챌린지’ 캠페인 동참,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=081&aid=0003216706,어린이 교통안전 릴레이 챌린지 캠페인은 지난해 월 행정안전부에서 어린이 교통안전에 대한 국민적 관심을 높이고 어린이 보호구역 내 교통사고 예방과 어린이 보호를 최우선으로 하는 문화를 정착시키기 위해 
교통사고 잦은 '<b>어린이보호구역</b>' 36곳 집중 합동점검,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004968052,행정안전부가 어린이보호구역에서의 교통사고로 인한 어린이의 안타까운 희생이 최소화하고자 교통사고가 잦은 어린이보호구역에 대한 사고원인 분석과 교통안전시설 개선을 위한 관계기관 합동 현장점검을 
서초구, <b>어린이보호구역</b> 내 과속단속카메라 모두 설치,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=004&oid=079&aid=0003550583,서초구 지역 내 어린이들의 안전을 위해 어린이보호구역에 과속단속카메라가 모두 설치된다 서울 서초구구청장 조은희는 연말까지 지역내 모든 어린이보호구역초등학교 유치원 어린이집 특수학교 외국인학교에 
인천시, <b>어린이보호구역</b> 내 교차로 노란신호등으로 교체,http://www.incheonnews.com/news/articleView.html?idxno=403941,어린이보호구역 내 교차로 개소에서 개소확대 설치 차량운전자와 보행자의 시인성 대폭 향상 보호구역 식별용이 남동구 성리초교 노란신호등 설치 인천시가 어린이들의 안전한 보행환경 조성을 
조우현 대선주조 대표, ‘<b>어린이</b> 교통안전 릴레이 챌린지’ 캠페인 동참,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=011&aid=0003963538,조우현 대선주조 대표가 운전자들의 어린이 보호구역 내 교통사고 예방을 위해 나섰다 대선주조는 일 조 대표가 어린이 보호구역 내 교통안전 문화를 확산하기 위한 어린이 교통안전 릴레이 챌린지 캠페인에 
함안군, <b>어린이보호구역</b> 무인교통단속장비 설치 완료,http://www.gnnews.co.kr/news/articleView.html?idxno=483373,함안군은 올해 어린이보호구역 내 통행 안전을 위해 개 학교에 대의 무인교통단속장비과속단속 설치를 완료했다고 일 밝혔다 군은 지난해 가야초등학교를 비롯한 개 학교에 대를 설치한데 이어 올해 추가 
박용준 삼진식품 대표, <b>어린이</b> 교통안전 릴레이 챌린지 동참,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=015&aid=0004604608,어린이 교통안전 릴레이 챌린지는 어린이 보호구역 내 교통사고를 예방하고 어린이 보호 최우선 문화 정착을 위해 지난해 월 행정안전부 주도로 시작한 국민 참여 캠페인이다 어린이 횡단 중 사고 예방의 
대선주조 대표, <b>어린이</b> 교통안전 릴레이 챌린지 동참,http://www.idomin.com/news/articleView.html?idxno=773269,어린이 교통안전 릴레이 챌린지 캠페인은 지난해 월 행정안전부에서 어린이 교통안전에 대한 국민적 관심을 높이고 어린이 보호구역 내 교통사고 예방과 어린이 보호를 최우선으로 하는 문화 정착을 위해 추진했다
교통사고 잦은 <b>어린이보호구역</b> 현장 점검한다,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=081&aid=0003215571,교통사고가 잦은 어린이보호구역을 대상으로 한 관계기관 합동 현장 점검이 시작된다 행정안전부는 교통사고가 건 이상 발생했거나 사망사고가 발생한 적이 있는 어린이보호구역에 대한 사고 원인 분석 및 
<b>어린이보호구역</b> 불법주정차 주민신고제 시행 1년만에 10만건 넘어,https://www.safetynews.co.kr/news/articleView.html?idxno=207912,어린이보호구역내 불법으로 주차된 차량이 견인되는 모습  안전신문 자료사진 행안부 안전신문고 대 불법주정차로 지난해 월 새롭게 추가된 어린이보호구역 불법주정차가 년만에 만건이 신고된 
대선주조 조우현 대표, <b>어린이 보호구역</b> 교통안전 문화 조성 캠페인 참여,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=082&aid=0001120099,어린이 교통 안전 릴레이 챌린지 캠페인은 지난해 월 행정안전부에서 어린이 교통안전에 대한 국민적 관심을 높이고 어린이 보호구역 내 교통사고 예방과 어린이 보호를 최우선으로 하는 문화를 정착시키기 위해 
인천 <b>어린이 보호구역</b> '노란색 신호등' 교체,http://www.kyeongin.com/main/view.php?key=20210913010002376,인천시가 어린이 보호구역을 쉽게 알아볼 수 있도록 보호구역 내 교차로의 교통신호등을 모두 노란색으로 교체한다고 일 밝혔다 인천시는 개 초등학교 인근 개 신호등과 유치원곳 주변 개 신호등을 모두 
성낙훈 함안소방서장, '<b>어린이</b> 교통안전 릴레이 챌린지' 동참,http://www.gnnews.co.kr/news/articleView.html?idxno=483366,함안소방서는 최근 성낙훈사진 서장이 어린이보호구역 내 교통안전 문화 정착과 사고예방을 위한 어린이 교통안전 릴레이 챌린지에 동참했다고 일 밝혔다 성 서장은 미래의 주역인 어린이들이 안전하게 자라도록 
교통사고 잦은 <b>어린이보호구역</b> 36곳 합동 현장점검,http://www.ajunews.com/view/20210912150846869,년간 어린이 교통사고 사상자 만명 노경조 기자  어린이보호구역 사진인천계양경찰서 제공 행정안전부는 교통사고가 잦은 어린이 보호구역에 대한 사고 원인 분석과 교통안전시설 
대선주조 조우현 대표, ‘<b>어린이</b> 교통안전 릴레이 챌린지’ 캠페인 동참,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001888938,대선주조 조우현 대표가 운전자들의 어린이 보호구역 내 교통사고 예방을 위해 나섰다 대선주조는 일 조우현 대표가 어린이 보호구역 내 교통안전 문화를 확산하기 위한 어린이 교통안전 릴레이 챌린지 캠페인에 
인천시, <b>어린이보호구역</b> 교차로 노란신호등으로 전면 교체,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202109131040362170338,그동안 인천시는 민식이법 관련해 어린이보호구역 교통안전시설 확충을 위해 년 억 원 년 억 원 등 국비를 지원 받았고 작년에는 억 원 교차로 개소 금년에는 총사업비 억 중 억 원을 집행해 
민식이법 1년 반..<b>어린이보호구역</b> 불법 주정차 여전,https://tjmbc.co.kr/article/A1l0lUqbqv,어린이보호구역 내 교통사고 예방을 위한 이른바 민식이법이 시행된 지 년 반이 지났지만 어린이보호구역 내 불법 주정차는 여전한 것으로 나타났습니다 더불어민주당 한병도 의원의 국정감사 자료에 따르면 
강진군, <b>어린이보호구역</b> 휴일 점멸 시범 운영,http://www.sisamagazine.co.kr/news/articleView.html?idxno=402129,군은 현재 관내 학교 앞 어린이보호구역의 신호등을 야간에는 부분 점멸해 운영하고 있다 박정식 안전재난교통과장은 군민과 강진을 찾는 관광객에게 쾌적하고 편리한 교통생활을 제공하기 위해 개선이 
이삼규 대산면장 `<b>어린이</b> 교통안전 챌린지`,http://www.gnmaeil.com/news/articleView.html?idxno=480170,창원시 의창구 대산면 이삼규 면장은 지난 일 어린이 교통안전 릴레이 챌린지에 동참하며 어린이보호구역 내 교통사고 예방률 높이기에 나섰다 보호구역 내 안전 공감대 형성 모든 주민 일상에서 함께 동참 창원시 
<b>어린이보호구역</b> 사망사고 운전자 징역 4년6개월,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=310&aid=0000090445,자녀 유치원 보내던 여성 치어 숨지게 한 대 남성 재판부 스쿨존 내 사고 주의 의무 위반정도 무겁다 세 딸의 유치원 등원에 나섰던 대 여성을 어린이보호구역스쿨존 내 횡단보도에서 차량으로 치어 숨지게 한 
<b>어린이 보호구역</b>서 초등생 친 택시기사 '벌금 300만원',https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=079&aid=0003550778,제주지방법원 제형사부재판장 장찬수 부장판사는 특정범죄 가중처벌 등에 관한 법률 위반어린이보호구역 치상 혐의로 기소된 씨에게 벌금 만 원을 선고했다고 일 밝혔다 재판부는 이 사건 사고 장소가 
삼진식품 박용준 대표, <b>어린이</b> 교통안전 릴레이 챌린지 동참,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=014&aid=0004708597,어린이 교통안전 릴레이 챌린지는 어린이 보호구역 내 교통사고를 예방하고 어린이 보호 최우선 문화 정착을 위해 지난해 월 행정안전부 주도로 시작한 국민 참여 캠페인이다 어린이 횡단 중 사고 예방의 중요성을 
전주 '용흥·반월초' <b>어린이보호구역</b> 교통사고 다발지역...<b>어린이</b> 4명 사상,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=002&aid=0002209862,행안부 전주 곳 포함해 전국 곳 어린이보호구역서 합동현장점검 전북에서어린이보호구역내에서건이상의교통사고와 사망사고가발생한사고다발지역이곳인 것으로조사됐다 일 
<b>어린이</b> 교통사고 막는다…행안부, <b>어린이보호구역</b> 현장점검,http://www.kukinews.com/newsView/kuk202109120051,사진박효상 기자 행정안전부는 어린이보호구역에서의 교통사고로 인한 어린이의 안타까운 희생이 최소화 되도록 하기 위해 교통사고가 잦은 어린이보호구역에 대한 사고원인 분석 및 교통안전시설 개선을 위한 
전남 <b>어린이보호구역</b> 단속 카메라 설치율 73%,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=056&aid=0011119241,전남지역 어린이보호구역 안의 무인 단속 카메라 설치율이 를 넘어섰습니다 전남경찰청은 지난달까지 도내 어린이보호구역 곳 가운데 인 곳에 무인 단속 카메라를 설치했다고 밝혔습니다
